user_id,free_hotel_meal,free_checked_bag,no_cancellation_fee,exclusive_discounts,1_night_free_hotel_with_flight,segmentation
23557,0.375,0.3508429643319405,0.15020508903920612,0.2894962556657752,0.24606892407947642,Free checked bag
94883,0.25,0.28793373894636454,0.0858302376537725,0.19388782107469713,0.1774752431437523,Free checked bag
101486,0.625,0.41106552896063464,0.14787588654273465,0.2843280803531973,0.3285562943829873,Free checked bag
101961,0.25,0.24603286864216053,0.2754247178440547,0.31631202663414554,0.41127157386474034,1 night free hotel with flight
106907,0.625,0.4390565281507097,0.1543537404895494,0.2741368357892458,0.2829884932460058,Free checked bag
118043,0.625,0.25391228916830005,0.155885887678389,0.36110466095710475,0.285536867806034,Free hotel meal
120851,0.625,0.2449521742629907,0.10485171617418387,0.3980439592652136,0.3469592348675828,Exclusive discounts
125845,0.125,0.31673660225397005,0.16711463937686546,0.3193046506681504,0.4711921016060278,1 night free hotel with flight
133058,0.0,0.5204713043226873,0.08387786174963655,0.22580647697429862,0.4771573604060913,Free checked bag
149058,0.4225771273642583,0.2762018724596301,0.16041808527580906,0.19888951488987355,0.46945882471983,1 night free hotel with flight
152583,0.125,0.3678826506471006,0.22943879173872517,0.3059323718802888,0.31542413634153305,Free checked bag
153982,0.625,0.2526998504464727,0.16449061888504682,0.265507353628423,0.4967917375086393,1 night free hotel with flight
160754,0.625,0.656070070097662,0.12960064199952923,0.31622776601683794,0.31622776601683794,Free checked bag
164522,0.5,0.310058994764706,0.17180472563948415,0.24229401322472816,0.3311263656834977,Free hotel meal
167852,0.0,0.0,0.12209815100894265,0.15165750888103102,0.0,1 night free hotel with flight
171470,0.0,0.29695693545824925,0.1317983753719008,0.1816590212458495,0.22,Free checked bag
174997,0.125,0.3493389800182242,0.18228033974298313,0.31726583987434237,0.28207893916203974,Free checked bag
175032,0.125,0.23375575319735398,0.1443795441973188,0.26871535564767074,0.2619601046852373,1 night free hotel with flight
181157,0.25,0.2710127155479283,0.22021522784853106,0.3635143164478218,0.39411920688870095,1 night free hotel with flight
182191,0.875,0.30193788519602793,0.1431416714021471,0.31523048476756393,0.11,Free hotel meal
187212,0.625,0.3011403954838847,0.2272376148830479,0.33152806913327026,0.20848133490813062,Free hotel meal
189676,0.6123724356957945,0.22641703379808606,0.1511140364966321,0.35693901608395917,0.2880883959097763,Free hotel meal
190866,0.125,0.22166868862602276,0.20811671622197586,0.2667127967454289,0.4443775947327988,1 night free hotel with flight
195192,0.125,0.17276982091404294,0.2524842634246718,0.19475175261398223,0.37979868208972195,1 night free hotel with flight
204943,0.25,0.31631775233015436,0.22757493950815824,0.335312029096886,0.5720260151298501,1 night free hotel with flight
204997,0.125,0.25901598667482784,0.30101233952662027,0.4226388771729949,0.5046786181464529,1 night free hotel with flight
205044,0.75,0.4139321930173176,0.15328259705796798,0.19808834040910275,0.4721517149844687,1 night free hotel with flight
206011,0.75,0.2278224042721554,0.1811189436341673,0.19915888483579033,0.29745110078869447,Free hotel meal
216796,0.0,0.4383052388019797,0.24881621342625734,0.4234607384578759,0.446645704990882,Free checked bag
217114,0.875,0.41996052556580804,0.10266262292437786,0.09486832980505137,0.09,Free hotel meal
217136,0.75,0.40846329533946546,0.16472439941036576,0.368174105896153,0.33379832204035165,Free hotel meal
220725,0.125,0.19136032566308964,0.13090968902236472,0.32025699809272073,0.32274205884610596,1 night free hotel with flight
224996,0.625,0.27399645582604737,0.15714457586112413,0.30800609326022255,0.32958980813181327,Free hotel meal
226367,0.25,0.38948242146452244,0.2432522150558169,0.17532279594579236,0.44459529306920165,1 night free hotel with flight
228195,0.75,0.3865328010934493,0.14563434055346022,0.31757969792571766,0.09,Free hotel meal
228872,0.125,0.29525591360710435,0.27022802067863083,0.380214162184942,0.2201896967118831,Exclusive discounts
229009,0.0,0.19490719569149162,0.2768030603677478,0.4323414668548092,0.366766637655965,Exclusive discounts
229108,0.0,0.4404556685797238,0.20425725419396418,0.3974137687921744,0.11,Free checked bag
229330,0.25,0.17193876619425802,0.22012335810265682,0.9195490035290637,0.42614432387581275,1 night free hotel with flight
232647,0.0,0.2869596206248825,0.16120752095730564,0.3255593215021934,0.3321467883356575,1 night free hotel with flight
249521,0.5,0.3782091996561574,0.23565997919565643,0.2603358133230123,0.3736498537373854,Free checked bag
252835,0.75,0.2649704318012113,0.16340439438750473,0.3415783423255905,0.4105369765770871,Free hotel meal
258451,0.0,0.0,0.09120120396429275,0.19364916731037085,0.20235500125102635,1 night free hotel with flight
264470,0.625,0.27036246939823344,0.16907752685700922,0.2574487582986266,0.28914366829260774,Free hotel meal
276512,0.625,0.3414704941708684,0.19865678403573409,0.3030075804474227,0.12981830332496488,Free checked bag
281952,0.125,0.27144030012369574,0.3309834257290368,0.8460161933044196,0.3630454936462547,Exclusive discounts
283325,0.25,0.25772568103327137,0.20177478241578725,0.3214768361228647,0.31951144494646294,1 night free hotel with flight
290123,0.125,0.3145122361891783,0.29517077886618337,0.9225677289511166,0.5528422177859588,1 night free hotel with flight
297546,0.18898223650461357,0.26179309837752623,0.38166320640413887,0.19591163704162634,0.3347853316292571,No cancellation fee
298253,0.625,0.3225721809525341,0.17875570301863783,0.41447508405689165,0.09768903320292316,Exclusive discounts
299476,0.125,0.2572966780509513,0.18168929078343973,0.35491444636099434,0.2690460681779803,Exclusive discounts
306165,0.0,0.0,0.18382723505986018,0.09486832980505137,0.0,No cancellation fee
306819,0.5,0.1375589689723258,0.11821724146889254,0.2946844835231859,0.4393407613328496,1 night free hotel with flight
312488,0.125,0.38213615865458156,0.18826350104863657,0.27745804031767485,0.33558041241700853,Free checked bag
313724,0.25,0.2812246380862659,0.23070287429852104,0.26615167471244283,0.5709774325018423,1 night free hotel with flight
316527,0.625,0.2000301420697247,0.27258620992726107,0.30878209521821337,0.4221049500213037,1 night free hotel with flight
317688,0.75,0.2335163949263516,0.22277599702763745,0.34115813664561473,0.2672476750075747,Free hotel meal
322867,0.25,0.2606588585459154,0.18582223353620247,0.2776253695217611,0.25199709933065895,Free hotel meal
324191,0.125,0.2525889713939977,0.15490806821661626,0.31083688187134617,0.30303037994153764,Exclusive discounts
328590,0.375,0.2136894393195395,0.18677575956190834,0.2562103382184217,0.3568047710864455,1 night free hotel with flight
330764,0.125,0.22663086145734757,0.1685078005419405,0.30896686576846216,0.2218690792446597,Exclusive discounts
330893,0.625,0.2605504268544509,0.2422550619852918,0.9490705125411057,0.28795621494575924,Exclusive discounts
331039,0.625,0.4264542351423688,0.20694528086375677,0.2424527294903831,0.37082703563161357,Free checked bag
334787,0.25,0.2922410497105801,0.2905013437595587,0.25530471641453373,0.4398603839406387,1 night free hotel with flight
337227,0.125,0.12085425516420206,0.17867809403747015,0.8907529876682487,0.0872594590744725,Exclusive discounts
338086,0.75,0.30703436940607415,0.24410508465297365,0.27744812000370045,0.33966802246051,Free hotel meal
340166,0.625,0.0,0.11506018294605076,0.20124611797498107,0.0,Free hotel meal
343928,0.375,0.22246599739167605,0.27009144595813406,0.38263745679697303,0.33265582585783365,Exclusive discounts
347778,0.25,0.33386248017552306,0.3445463410096036,0.30489947604550066,0.46681771787913995,1 night free hotel with flight
348817,0.125,0.3413871651294145,0.3140090522146976,0.16797479845809477,0.3977091761984972,1 night free hotel with flight
348863,0.375,0.0,0.14816081793973188,0.0,0.0,Free hotel meal
349132,0.25,0.2663899748947248,0.2334855165800637,0.3085045722880126,0.3572100009400263,1 night free hotel with flight
350648,0.0,0.33870347698466174,0.22830068457220207,0.3806810546810046,0.37881728850603685,Exclusive discounts
353271,0.75,0.3308058903039178,0.17342325496767577,0.20872832461719065,0.23359907516679454,Free hotel meal
353694,0.75,0.21440582042240558,0.22769345809921968,0.2942578931125651,0.299830747518263,Free hotel meal
354050,0.25,0.1612027986766119,0.32501625867734707,0.1620972516859241,0.40516963922315713,1 night free hotel with flight
354260,0.25,0.34843643367782473,0.26070494551012874,0.31508090563595825,0.26046619664345816,Free checked bag
354311,0.25,0.2993122054249234,0.13812569057534027,0.27785463842555364,0.13518177271779988,Free checked bag
354950,0.25,0.3509181073979204,0.23144107979141343,0.9267463012893502,0.2636622204591737,Exclusive discounts
356046,0.125,0.1970107889038663,0.24098040009225077,0.3043898823522197,0.39860161656842846,1 night free hotel with flight
